Tipo documento;Nacionalidad;GÈnero;Fecha nacimiento;PaÌs residencia;Municipio residencia;Estrato vivienda;Personas hogar;Tiene internet;Tiene computador;Colegio gÈnero;Calendario;Colegio ·rea;Jornada;Lectura crÌtica;DesempeÒo lectura critica;Matem·ticas;DesempeÒo matem·ticas;Ciencias naturales;DesempeÒo naturales;Ciencias sociales;DesempeÒo sociales;Ingles;DesempeÒo ingles;Puntaje global;Percentil global
TI;COLOMBIA;M;15/11/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;62;3;52;3;53;2;43;2;48;A1;261;36
TI;COLOMBIA;F;24/03/2001;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;70;4;72;4;72;4;75;4;81;B+;365;89
TI;COLOMBIA;M;7/05/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;61;3;61;3;61;3;78;B1;317;63
TI;COLOMBIA;M;25/10/2000;COLOMBIA;CALI;Estrato 5;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;72;4;71;4;69;3;74;4;85;B+;363;88
TI;COLOMBIA;M;17/10/2001;COLOMBIA;CALI;Estrato 5;7 a 8;Si;Si;MIXTO;B;URBANO;COMPLETA;79;4;81;4;76;4;73;4;87;B+;390;98
CC;COLOMBIA;M;5/01/1991;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;52;3;52;3;49;2;41;2;51;A1;243;28
CC;COLOMBIA;M;3/12/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;41;2;38;2;34;1;37;1;36;A-;187;6
TI;COLOMBIA;F;1/08/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;72;4;79;4;80;4;67;3;89;B+;378;94
CC;COLOMBIA;F;7/08/1997;COLOMBIA;APARTAD”;Estrato 1;3 a 4;No;No;MIXTO;A;URBANO;NOCHE;49;2;40;2;34;1;45;2;32;A-;206;13
CC;COLOMBIA;M;12/04/1994;COLOMBIA;SOACHA;Estrato 3;1 a 2;No;No;MIXTO;A;URBANO;SABATINA;56;3;48;2;40;1;45;2;44;A-;235;24
TI;COLOMBIA;M;1/04/2001;COLOMBIA;POPAY¡N;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;82;4;76;4;71;4;79;B+;381;96
TI;COLOMBIA;F;16/02/2002;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;74;4;70;3;71;4;72;4;71;B1;358;86
TI;COLOMBIA;M;8/12/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;No;MIXTO;B;URBANO;MA—ANA;62;3;50;2;55;2;50;2;51;A1;270;40
CC;COLOMBIA;M;5/10/1998;COLOMBIA;POPAY¡N;Estrato 1;5 a 6;Si;Si;MIXTO;OTRO;URBANO;TARDE;33;1;29;1;42;2;49;2;44;A-;193;8
TI;COLOMBIA;F;23/09/2001;COLOMBIA;CALI;Estrato 3;1 a 2;Si;Si;FEMENINO;B;URBANO;MA—ANA;58;3;51;3;58;3;51;2;65;A2;277;43
TI;COLOMBIA;M;17/04/2002;COLOMBIA;DOSQUEBRADAS;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;58;3;74;4;67;3;56;3;79;B+;325;67
TI;COLOMBIA;F;15/09/2001;COLOMBIA;CAICEDONIA;Estrato 4;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;51;3;46;2;39;1;42;2;54;A1;226;21
TI;COLOMBIA;F;11/08/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;69;3;66;3;55;2;85;B+;328;68
CC;COLOMBIA;F;3/07/1999;COLOMBIA;MANIZALES;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;55;3;58;3;58;3;55;2;83;B+;293;50
CC;COLOMBIA;F;3/08/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;80;4;78;4;78;4;100;4;86;B+;421;100
TI;COLOMBIA;M;10/02/2000;COLOMBIA;VALLEDUPAR;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;67;4;68;3;66;3;64;3;65;A2;331;70
TI;COLOMBIA;M;5/04/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;68;4;63;3;61;3;56;3;59;A2;309;58
TI;COLOMBIA;M;24/07/2000;COLOMBIA;CAJIC¡Å;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;73;4;78;4;76;4;71;4;78;B1;374;93
TI;COLOMBIA;M;13/04/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;54;3;33;1;54;2;44;2;70;B1;240;27
TI;COLOMBIA;F;27/03/2000;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;77;4;71;4;77;4;66;3;84;B+;368;91
TI;COLOMBIA;M;5/11/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;62;3;68;3;59;3;62;3;70;B1;317;62
CC;COLOMBIA;M;28/04/1976;COLOMBIA;VICTORIA;Sin Estrato;1 a 2;No;No;MIXTO;A;RURAL;SABATINA;35;1;27;1;32;1;31;1;37;A-;158;1
TI;COLOMBIA;M;2/01/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Si;Si;MASCULINO;B;URBANO;COMPLETA;64;3;68;3;67;3;71;4;80;B+;342;77
TI;COLOMBIA;M;22/08/2000;COLOMBIA;MOCOA;Estrato 1;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;56;3;59;3;48;2;46;2;42;A-;257;34
TI;COLOMBIA;M;3/10/2001;COLOMBIA;POPAY¡N;Estrato 4;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;45;2;62;3;58;3;44;2;58;A2;263;37
TI;COLOMBIA;F;1/02/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;59;3;67;3;67;3;66;3;70;B1;326;67
CC;COLOMBIA;M;12/03/1996;COLOMBIA;MALAMBO;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;51;3;41;2;44;2;55;2;46;A-;238;26
TI;COLOMBIA;F;19/12/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;52;3;48;2;39;1;55;2;71;B1;251;32
CC;COLOMBIA;M;19/03/1998;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;46;2;41;2;35;1;44;2;44;A-;208;14
TI;COLOMBIA;M;4/07/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;59;3;64;3;67;3;59;A2;320;64
TI;COLOMBIA;F;27/02/2000;COLOMBIA;BETULIA;Estrato 2;5 a 6;Si;No;MIXTO;A;RURAL;COMPLETA;43;2;31;1;38;1;46;2;29;A-;193;8
TI;COLOMBIA;M;1/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;64;3;70;3;66;3;77;B1;333;72
CC;COLOMBIA;M;12/02/1986;COLOMBIA;TAME;Estrato 2;3 a 4;No;No;MIXTO;A;RURAL;SABATINA;56;3;34;1;41;2;54;2;39;A-;228;22
TI;COLOMBIA;F;27/12/2000;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;56;3;53;3;50;2;56;3;54;A1;269;39
CC;COLOMBIA;F;24/04/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;5 a 6;Si;No;MIXTO;A;URBANO;NOCHE;37;2;28;1;33;1;34;1;30;A-;164;2
CC;COLOMBIA;M;30/01/1964;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Sin respuesta;Si;MIXTO;A;URBANO;NOCHE;34;1;27;1;37;1;46;2;26;A-;176;4
TI;COLOMBIA;F;22/07/2001;COLOMBIA;GUADALAJARA DE BUGA;Estrato 2;3 a 4;No;Si;MIXTO;B;URBANO;MA—ANA;68;4;65;3;57;3;52;2;69;B1;306;57
CC;COLOMBIA;F;5/04/1997;COLOMBIA;CHÕA;Estrato 2;5 a 6;Si;Si;MIXTO;OTRO;URBANO;NOCHE;41;2;26;1;36;1;32;1;23;A-;165;2
TI;COLOMBIA;F;20/11/2002;COLOMBIA;PUERTO COLOMBIA;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;83;4;70;3;73;4;75;B1;373;93
TI;COLOMBIA;F;24/03/2000;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;55;3;59;3;53;2;55;2;80;B+;287;48
CC;COLOMBIA;M;24/04/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;No;Si;MIXTO;A;URBANO;MA—ANA;45;2;41;2;48;2;40;1;54;A1;222;19
CC;COLOMBIA;F;23/07/1962;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;SABATINA;42;2;39;2;26;1;42;2;26;A-;182;5
TI;COLOMBIA;F;5/01/2001;COLOMBIA;PEREIRA;Estrato 4;1 a 2;Si;Si;MIXTO;A;URBANO;MA—ANA;36;2;34;1;37;1;35;1;41;A-;180;5
TI;COLOMBIA;M;7/08/2001;COLOMBIA;MOSQUERA;Estrato 2;1 a 2;No;Si;MIXTO;A;URBANO;NOCHE;37;2;36;2;43;2;32;1;38;A-;185;6
TI;COLOMBIA;M;6/05/2001;COLOMBIA;PUERTO TEJADA;Estrato 2;7 a 8;Si;Si;MIXTO;B;URBANO;MA—ANA;46;2;55;3;48;2;52;2;55;A1;253;32
TI;COLOMBIA;F;13/02/2002;COLOMBIA;EL CERRITO;Estrato 1;3 a 4;Si;No;MIXTO;B;URBANO;TARDE;60;3;60;3;59;3;59;3;60;A2;298;53
TI;COLOMBIA;F;5/05/2001;COLOMBIA;GUADALAJARA DE BUGA;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;B;URBANO;NOCHE;57;3;56;3;59;3;54;2;63;A2;285;47
CC;COLOMBIA;M;16/08/1998;COLOMBIA;IBAGU…;Estrato 3;7 a 8;Si;Si;MIXTO;A;URBANO;MA—ANA;71;4;65;3;59;3;64;3;61;A2;322;65
TI;COLOMBIA;F;20/10/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;68;3;60;3;64;3;55;A1;318;63
CC;COLOMBIA;F;9/01/1999;COLOMBIA;COTA;Estrato 6;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;52;3;43;2;53;2;50;2;62;A2;252;32
TI;COLOMBIA;F;25/09/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;69;4;74;4;71;4;65;3;76;B1;351;82
TI;COLOMBIA;F;28/08/2001;COLOMBIA;PASTO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;77;4;65;3;64;3;70;3;85;B+;351;82
CC;COLOMBIA;M;22/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;3 a 4;Si;Si;MASCULINO;B;URBANO;COMPLETA;74;4;72;4;74;4;67;3;82;B+;363;88
CC;COLOMBIA;F;14/02/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;62;3;50;2;51;2;62;3;51;A1;279;44
TI;COLOMBIA;M;31/10/2001;COLOMBIA;CALI;Estrato 5;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;57;3;56;3;61;3;55;2;63;A2;288;48
TI;COLOMBIA;F;29/10/2001;COLOMBIA;PASTO;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;52;3;62;3;57;3;52;2;64;A2;282;45
TI;COLOMBIA;F;3/12/1999;COLOMBIA;BARRANQUILLA;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;55;3;58;3;59;3;56;3;82;B+;295;51
TI;COLOMBIA;M;18/01/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;49;2;35;1;50;2;55;2;46;A-;236;25
CC;COLOMBIA;M;16/07/1996;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;43;2;25;1;33;1;32;1;50;A1;173;3
TI;COLOMBIA;F;13/07/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;69;4;52;3;61;3;69;3;56;A1;311;60
CC;COLOMBIA;F;30/05/1989;COLOMBIA;CALI;Sin Estrato;1 a 2;Sin respuesta;Si;MIXTO;A;URBANO;SABATINA;52;3;42;2;42;2;46;2;35;A-;223;20
TI;COLOMBIA;M;31/07/2000;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;80;4;72;4;71;4;86;B+;377;94
TI;COLOMBIA;F;23/12/1999;COLOMBIA;MEDELLÕN;Estrato 2;5 a 6;No;Si;MIXTO;OTRO;URBANO;TARDE;38;2;30;1;33;1;33;1;35;A-;168;2
TI;COLOMBIA;M;17/10/2001;COLOMBIA;PALMIRA;Estrato 2;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;61;3;54;3;62;3;66;3;56;A1;302;55
TI;COLOMBIA;F;10/02/2002;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;FEMENINO;B;URBANO;COMPLETA;63;3;66;3;62;3;67;3;75;B1;327;68
TI;COLOMBIA;M;29/07/2000;COLOMBIA;CHÕA;Estrato 5;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;67;4;65;3;63;3;58;3;78;B1;322;65
CC;COLOMBIA;M;23/05/1997;COLOMBIA;PEREIRA;Estrato 3;3 a 4;Si;Si;MIXTO;OTRO;URBANO;NOCHE;33;1;28;1;30;1;37;1;26;A-;158;1
TI;COLOMBIA;F;5/08/2001;COLOMBIA;CALI;Estrato 1;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;58;3;49;2;57;3;54;2;43;A-;268;39
TI;COLOMBIA;M;10/04/2002;COLOMBIA;CARTAGO;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;54;3;42;2;51;2;35;1;55;A1;231;23
TI;COLOMBIA;M;2/06/2001;COLOMBIA;CALI;Estrato 2;5 a 6;No;No;MIXTO;B;URBANO;COMPLETA;53;3;35;1;41;2;39;1;42;A-;210;14
TI;COLOMBIA;F;16/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 4;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;COMPLETA;57;3;60;3;58;3;60;3;61;A2;295;51
CC;COLOMBIA;M;14/09/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;1 a 2;Si;Si;MIXTO;A;URBANO;MA—ANA;49;2;40;2;45;2;42;2;43;A-;220;18
TI;COLOMBIA;F;2/08/1999;COLOMBIA;CARTAGENA DE INDIAS;Estrato 2;5 a 6;Si;Si;MIXTO;A;URBANO;MA—ANA;53;3;38;2;40;1;43;2;37;A-;215;16
TI;COLOMBIA;M;16/07/2001;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;MA—ANA;59;3;66;3;65;3;58;3;53;A1;307;57
TI;COLOMBIA;M;29/03/2000;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;80;4;77;4;78;4;77;4;100;B+;398;99
CC;COLOMBIA;F;9/10/1999;COLOMBIA;ENVIGADO;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;69;3;63;3;68;3;79;B+;334;72
CC;COLOMBIA;M;24/09/1999;COLOMBIA;EL CERRITO;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;RURAL;SABATINA;50;2;34;1;38;1;52;2;56;A1;222;19
CC;COLOMBIA;M;3/06/1984;COLOMBIA;FUNZA;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;NOCHE;62;3;63;3;63;3;63;3;46;A-;307;58
CR;COLOMBIA;F;17/10/1999;COLOMBIA;GUADALAJARA DE BUGA;Estrato 1;3 a 4;Si;Si;MIXTO;B;URBANO;NOCHE;36;2;25;1;30;1;31;1;36;A-;155;1
TI;COLOMBIA;F;18/07/2001;COLOMBIA;CALI;Estrato 2;5 a 6;Si;No;MIXTO;B;URBANO;MA—ANA;64;3;60;3;65;3;62;3;53;A1;310;59
TI;COLOMBIA;F;22/06/2001;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;OTRO;URBANO;MA—ANA;53;3;55;3;53;2;45;2;56;A1;259;35
CC;COLOMBIA;M;7/08/1992;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;5 a 6;Si;Si;FEMENINO;A;URBANO;NOCHE;45;2;51;3;51;2;32;1;51;A1;226;21
CC;COLOMBIA;M;13/08/1998;COLOMBIA;PASTO;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;A;URBANO;TARDE;64;3;65;3;64;3;59;3;46;A-;308;58
TI;COLOMBIA;M;25/03/2001;COLOMBIA;PEREIRA;Estrato 4;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;68;4;68;3;65;3;62;3;71;B1;331;70
TI;COLOMBIA;M;10/03/2000;COLOMBIA;-;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;COMPLETA;47;2;33;1;32;1;41;2;44;A-;193;8
CC;COLOMBIA;M;28/12/1996;COLOMBIA;ARMENIA;Estrato 2;3 a 4;Si;Si;MIXTO;A;URBANO;SABATINA;53;3;38;2;34;1;53;2;27;A-;216;16
CC;COLOMBIA;M;20/08/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;76;4;65;3;60;3;77;B1;338;74
CC;COLOMBIA;F;21/11/1998;COLOMBIA;BOGOT¡Å D.C.;Estrato 1;7 a 8;Si;Si;MIXTO;A;URBANO;MA—ANA;58;3;46;2;56;3;59;3;49;A1;272;41
CC;COLOMBIA;F;10/12/1997;COLOMBIA;ARMENIA;Sin Estrato;1 a 2;Sin respuesta;No;MIXTO;A;URBANO;SABATINA;32;1;48;2;40;1;41;2;44;A-;203;11
TI;COLOMBIA;M;29/08/1999;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;100;4;79;4;68;3;73;4;85;B+;402;99
TI;COLOMBIA;F;29/05/2000;COLOMBIA;CALI;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;76;4;70;3;73;4;86;B+;368;90
CC;COLOMBIA;M;21/02/1998;COLOMBIA;IBAGU…;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;45;2;49;2;41;2;44;2;48;A1;225;20
CC;COLOMBIA;M;19/07/1998;COLOMBIA;CALI;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;51;3;59;3;59;3;59;3;83;B+;295;51
TI;COLOMBIA;M;25/02/2000;COLOMBIA;CAICEDONIA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;67;3;70;3;65;3;81;B+;351;81
TI;COLOMBIA;F;25/08/2001;COLOMBIA;POPAY¡N;Estrato 3;3 a 4;Si;Si;FEMENINO;B;URBANO;MA—ANA;51;3;69;3;66;3;60;3;61;A2;307;58
TI;COLOMBIA;F;4/04/2001;COLOMBIA;CALI;Sin Estrato;3 a 4;Sin respuesta;Si;MIXTO;B;URBANO;MA—ANA;69;4;65;3;64;3;75;4;52;A1;335;73
TI;COLOMBIA;F;9/06/2000;COLOMBIA;CALI;Estrato 4;5 a 6;Si;Si;FEMENINO;B;URBANO;COMPLETA;77;4;70;3;74;4;79;4;82;B+;378;94
TI;COLOMBIA;M;18/07/2001;COLOMBIA;CALI;Estrato 3;Sin Respuesta;Si;Si;MIXTO;B;URBANO;MA—ANA;62;3;67;3;62;3;52;2;62;A2;304;56
TI;COLOMBIA;F;7/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;77;4;74;4;77;4;83;4;89;B+;393;98
CC;COLOMBIA;F;17/01/2000;COLOMBIA;MANIZALES;Estrato 6;5 a 6;Si;Si;MIXTO;B;RURAL;COMPLETA;71;4;70;3;70;3;72;4;80;B+;357;85
CC;COLOMBIA;F;20/01/1997;COLOMBIA;VALLEDUPAR;Estrato 1;3 a 4;No;No;MIXTO;A;URBANO;SABATINA;55;3;37;2;31;1;43;2;29;A-;203;11
CC;COLOMBIA;F;8/01/1990;COLOMBIA;MEDELLÕN;Estrato 1;3 a 4;No;No;MIXTO;OTRO;URBANO;MA—ANA;43;2;32;1;47;2;42;2;45;A-;207;13
TI;COLOMBIA;F;24/01/2002;COLOMBIA;NEIVA;Estrato 3;3 a 4;No;Si;MIXTO;A;URBANO;MA—ANA;61;3;56;3;51;2;60;3;36;A-;277;43
TI;COLOMBIA;F;17/07/2000;COLOMBIA;PALMIRA;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;52;3;43;2;45;2;47;2;61;A2;239;26
TI;COLOMBIA;M;3/07/2000;COLOMBIA;CALI;Estrato 3;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;65;3;56;3;64;3;54;2;61;A2;299;53
TI;COLOMBIA;M;7/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 6;5 a 6;Si;Si;MIXTO;B;URBANO;COMPLETA;63;3;76;4;68;3;77;4;89;B+;362;88
TI;COLOMBIA;F;18/06/2000;COLOMBIA;BOGOT¡Å D.C.;Sin Estrato;7 a 8;Sin respuesta;Si;MIXTO;A;URBANO;SABATINA;68;4;52;3;48;2;61;3;71;B1;292;50
TI;COLOMBIA;F;15/02/2001;COLOMBIA;CAICEDONIA;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;66;4;44;2;44;2;39;1;54;A1;243;28
TI;COLOMBIA;M;14/03/2000;COLOMBIA;PALMIRA;Estrato 3;3 a 4;No;Si;MIXTO;A;URBANO;NOCHE;32;1;34;1;34;1;26;1;47;A-;163;2
CC;COLOMBIA;F;22/01/1999;COLOMBIA;TAME;Estrato 2;1 a 2;No;No;MIXTO;A;RURAL;SABATINA;33;1;30;1;29;1;30;1;35;A-;154;1
TI;COLOMBIA;M;1/11/2001;COLOMBIA;MANIZALES;Estrato 6;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;82;4;80;4;74;4;70;3;74;B1;382;96
TI;COLOMBIA;F;1/11/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;67;4;59;3;62;3;63;3;66;A2;315;62
TI;COLOMBIA;M;4/07/2001;COLOMBIA;POPAY¡N;Estrato 4;5 a 6;Si;Si;MASCULINO;B;URBANO;COMPLETA;63;3;84;4;69;3;65;3;72;B1;352;82
TI;COLOMBIA;F;19/06/2001;COLOMBIA;CALI;Estrato 5;Sin Respuesta;Si;Si;MIXTO;B;URBANO;COMPLETA;56;3;46;2;47;2;51;2;41;A-;247;29
TI;COLOMBIA;F;17/04/2000;COLOMBIA;COTA;Estrato 3;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;50;2;63;3;66;3;62;3;73;B1;306;57
CC;COLOMBIA;F;10/08/1985;COLOMBIA;ARAUCA;Estrato 1;5 a 6;Si;Si;MIXTO;A;URBANO;SABATINA;52;3;55;3;54;2;56;3;35;A-;264;37
TI;COLOMBIA;M;1/06/2000;COLOMBIA;CALI;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;NOCHE;53;3;42;2;39;1;38;1;38;A-;213;15
TI;COLOMBIA;M;26/02/2001;COLOMBIA;CHÕA;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;62;3;62;3;53;2;48;2;57;A1;282;45
CC;COLOMBIA;M;26/10/1999;COLOMBIA;MANIZALES;Estrato 6;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;62;3;71;4;75;4;73;4;86;B+;357;85
TI;COLOMBIA;M;6/05/2001;COLOMBIA;BARRANQUILLA;Estrato 5;7 a 8;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;65;3;56;3;67;3;83;B+;331;70
TI;COLOMBIA;M;13/07/2001;COLOMBIA;CALI;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;65;3;63;3;58;3;66;3;71;B1;318;63
CE;COLOMBIA;F;12/11/1999;COLOMBIA;BOGOT¡Å D.C.;Estrato 5;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;71;4;68;3;69;3;72;4;85;B+;356;84
TI;COLOMBIA;F;4/01/2002;COLOMBIA;YOTOCO;Estrato 2;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;69;4;70;3;48;2;59;3;70;B1;311;59
TI;COLOMBIA;F;10/09/2001;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;MA—ANA;68;4;54;3;57;3;61;3;58;A2;299;53
TI;COLOMBIA;M;21/08/2000;COLOMBIA;CALI;Estrato 4;7 a 8;Si;Si;MIXTO;B;URBANO;MA—ANA;69;4;64;3;60;3;59;3;65;A2;316;62
TI;COLOMBIA;F;22/04/2000;COLOMBIA;COTA;Estrato 2;3 a 4;Si;Si;MIXTO;B;RURAL;COMPLETA;70;4;75;4;72;4;67;3;75;B1;357;85
TI;COLOMBIA;F;18/05/2000;COLOMBIA;PALMIRA;Estrato 3;1 a 2;No;Si;MIXTO;OTRO;URBANO;MA—ANA;44;2;36;2;45;2;44;2;37;A-;209;14
TI;COLOMBIA;F;7/05/2000;COLOMBIA;MAGANGU…;Sin Estrato;Sin Respuesta;Sin respuesta;-;MIXTO;A;URBANO;SABATINA;51;3;51;3;52;2;42;2;42;A-;242;28
CC;COLOMBIA;M;9/12/1999;COLOMBIA;CALI;Estrato 6;1 a 2;Si;Si;MIXTO;B;URBANO;COMPLETA;72;4;76;4;79;4;81;4;87;B+;389;97
TI;COLOMBIA;M;25/08/2000;COLOMBIA;CALI;Estrato 3;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;68;4;60;3;64;3;60;3;54;A1;312;60
CC;COLOMBIA;M;7/03/1982;COLOMBIA;CAJIC¡Å;Estrato 3;5 a 6;Si;Si;MIXTO;A;URBANO;NOCHE;60;3;64;3;62;3;60;3;57;A1;306;57
TI;COLOMBIA;M;5/12/2000;COLOMBIA;CALI;Estrato 4;3 a 4;Si;Si;MIXTO;B;URBANO;COMPLETA;75;4;63;3;63;3;67;3;73;B1;337;74
